gene,uniprot_id,inheritance
TPP1,O14773,Autosomal recessive
TPP2,P29144,Autosomal recessive
TPRKB,Q9Y3C4,Autosomal recessive
TPRN,Q4KMQ1,Autosomal recessive
TRAC,P01848,Autosomal recessive
TRAF3,Q13114,Autosomal dominant
TRAF3IP1,Q8TDR0,Autosomal recessive
TRAF3IP2,O43734,Autosomal recessive
TRAF7,Q6Q0C0,Autosomal dominant
TRAIP,Q9BWF2,Autosomal recessive
TRAK1,Q9UPV9,Autosomal recessive
TRAPPC10,P48553,Autosomal recessive
TRAPPC11,Q7Z392,Autosomal recessive
TRAPPC12,Q8WVT3,Autosomal recessive
TRAPPC14,Q8WVR3,Autosomal recessive
TRAPPC2,P0DI81,X-linked recessive
TRAPPC2L,Q9UL33,Autosomal recessive
TRAPPC4,Q9Y296,Autosomal recessive
TRAPPC6B,Q86SZ2,Autosomal recessive
TRAPPC9,Q96Q05,Autosomal recessive
TRDN,Q13061,Autosomal recessive
TREH,O43280,Autosomal recessive
TREM2,Q9NZC2,Autosomal recessive
TREX1,Q9NSU2,Autosomal dominant
TREX1,Q9NSU2,Autosomal recessive
TRH,P20396,Autosomal recessive
TRHR,P34981,Autosomal recessive
TRIM2,Q9C040,Autosomal recessive
TRIM32,Q13049,Autosomal recessive
TRIM36,Q9NQ86,Autosomal recessive
TRIM37,O94972,Autosomal recessive
TRIM44,Q96DX7,Autosomal dominant
TRIM71,Q2Q1W2,Autosomal dominant
TRIM8,Q9BZR9,Autosomal dominant
TRIO,O75962,Autosomal dominant
TRIOBP,Q9H2D6,Autosomal recessive
TRIP11,Q15643,Autosomal recessive
TRIP12,Q14669,Autosomal dominant
TRIP13,Q15645,Autosomal recessive
TRIP4,Q15650,Autosomal recessive
TRIT1,Q9H3H1,Autosomal recessive
TRMT1,Q9NXH9,Autosomal recessive
TRMT10A,Q8TBZ6,Autosomal recessive
TRMT10C,Q7L0Y3,Autosomal recessive
TRMT5,Q32P41,Autosomal recessive
TRMU,O75648,Autosomal recessive
TRMU,O75648,Mitochondrial
TRNT1,Q96Q11,Autosomal recessive
TRPA1,O75762,Autosomal dominant
TRPC3,Q13507,Autosomal dominant
TRPC6,Q9Y210,Autosomal dominant
TRPM1,Q7Z4N2,Autosomal recessive
TRPM3,Q9HCF6,Autosomal dominant
TRPM4,Q8TD43,Autosomal dominant
TRPM6,Q9BX84,Autosomal recessive
TRPM7,Q96QT4,Autosomal dominant
TRPS1,Q9UHF7,Autosomal dominant
TRPV3,Q8NET8,Autosomal dominant
TRPV4,Q9HBA0,Autosomal dominant
TRPV6,Q9H1D0,Autosomal recessive
TRRAP,Q9Y4A5,Autosomal dominant
TSC1,Q92574,Autosomal dominant
TSC2,P49815,Autosomal dominant
TSEN15,Q8WW01,Autosomal recessive
TSEN2,Q8NCE0,Autosomal recessive
TSEN34,Q9BSV6,Autosomal recessive
TSEN54,Q7Z6J9,Autosomal recessive
TSFM,P43897,Autosomal recessive
TSGA10,Q9BZW7,Autosomal recessive
TSHB,P01222,Autosomal recessive
TSHR,P16473,Autosomal dominant
TSHR,P16473,Autosomal recessive
TSHZ1,Q6ZSZ6,Autosomal dominant
TSPAN12,O95859,Autosomal dominant
TSPAN7,P41732,X-linked recessive
TSPEAR,Q8WU66,Autosomal recessive
TSPYL1,Q9H0U9,Autosomal recessive
TSR2,Q969E8,X-linked recessive
TTBK2,Q6IQ55,Autosomal dominant
TTC12,Q9H892,Autosomal recessive
TTC19,Q6DKK2,Autosomal recessive
TTC21A,Q8NDW8,Autosomal recessive
TTC21B,Q7Z4L5,Autosomal dominant
TTC21B,Q7Z4L5,Autosomal recessive
TTC26,A0AVF1,Autosomal recessive
TTC29,Q8NA56,Autosomal recessive
TTC5,Q8N0Z6,Autosomal recessive
TTC7A,Q9ULT0,Autosomal recessive
TTC8,Q8TAM2,Autosomal recessive
TTI2,Q6NXR4,Autosomal recessive
TTLL5,Q6EMB2,Autosomal recessive
TTN,Q8WZ42,Autosomal dominant
TTN,Q8WZ42,Autosomal recessive
TTPA,P49638,Autosomal recessive
TTR,P02766,Autosomal dominant
TUB,P50607,Autosomal recessive
TUBA1A,Q71U36,Autosomal dominant
TUBA3D,P0DPH8,Autosomal dominant
TUBA4A,P68366,Autosomal dominant
TUBA8,Q9NY65,Autosomal dominant
TUBB,P07437,Autosomal dominant
TUBB1,Q9H4B7,Autosomal dominant
TUBB2A,Q13885,Autosomal dominant
TUBB2B,Q9BVA1,Autosomal dominant
TUBB3,Q13509,Autosomal dominant
TUBB4A,P04350,Autosomal dominant
TUBB4B,P68371,Autosomal dominant
TUBB6,Q9BUF5,Autosomal dominant
TUBB8,Q3ZCM7,Autosomal dominant
TUBB8,Q3ZCM7,Autosomal recessive
TUBG1,P23258,Autosomal dominant
TUBGCP2,Q9BSJ2,Autosomal recessive
TUBGCP4,Q9UGJ1,Autosomal recessive
TUBGCP6,Q96RT7,Autosomal recessive
TUFM,P49411,Autosomal recessive
TULP1,O00294,Autosomal recessive
TULP3,O75386,Autosomal recessive
TUSC3,Q13454,Autosomal recessive
TWIST1,Q15672,Autosomal dominant
TWIST2,Q8WVJ9,Autosomal dominant
TWIST2,Q8WVJ9,Autosomal recessive
TWNK,Q96RR1,Autosomal dominant
TWNK,Q96RR1,Autosomal recessive
TXN2,Q99757,Autosomal recessive
TXNDC15,Q96J42,Autosomal recessive
TXNL4A,P83876,Autosomal recessive
TXNRD2,Q9NNW7,Autosomal recessive
TYK2,P29597,Autosomal recessive
TYMP,P19971,Autosomal recessive
TYMS,P04818,Digenic dominant
TYR,P14679,Autosomal dominant
TYR,P14679,Autosomal recessive
TYROBP,O43914,Autosomal recessive
TYRP1,P17643,Autosomal recessive
UBA1,P22314,X-linked recessive
UBA2,Q9UBT2,Autosomal dominant
UBA5,Q9GZZ9,Autosomal recessive
UBAP1,Q9NZ09,Autosomal dominant
UBE2A,P49459,X-linked recessive
UBE2T,Q9NPD8,Autosomal recessive
UBE3A,Q05086,Autosomal dominant
UBE3B,Q7Z3V4,Autosomal recessive
UBE3C,Q15386,Autosomal recessive
UBE4A,Q14139,Autosomal recessive
UBIAD1,Q9Y5Z9,Autosomal dominant
UBQLN2,Q9UHD9,X-linked dominant
UBR1,Q8IWV7,Autosomal recessive
UBR7,Q8N806,Autosomal recessive
UBTF,P17480,Autosomal dominant
UCHL1,P09936,Autosomal dominant
UCHL1,P09936,Autosomal recessive
UCP3,P55916,Autosomal dominant
UCP3,P55916,Autosomal recessive
UCP3,P55916,Multifactorial
UFC1,Q9Y3C8,Autosomal recessive
UFM1,P61960,Autosomal recessive
UFSP2,Q9NUQ7,Autosomal dominant
UFSP2,Q9NUQ7,Autosomal recessive
UGDH,O60701,Autosomal recessive
UGP2,Q16851,Autosomal recessive
UGT1A1,P22309,Autosomal dominant
UGT1A1,P22309,Autosomal recessive
UMOD,P07911,Autosomal dominant
UMPS,P11172,Autosomal recessive
UNC119,Q13432,Autosomal dominant
UNC13D,Q70J99,Autosomal recessive
UNC45A,Q9H3U1,Autosomal recessive
UNC45B,Q8IWX7,Autosomal dominant
UNC45B,Q8IWX7,Autosomal recessive
UNC80,Q8N2C7,Autosomal recessive
UNC93B1,Q9H1C4,Autosomal recessive
UNG,P13051,Autosomal recessive
UPB1,Q9UBR1,Autosomal recessive
UPF3B,Q9BZI7,X-linked recessive
UQCC2,Q9BRT2,Autosomal recessive
UQCC3,Q6UW78,Autosomal recessive
UQCRB,P14927,Autosomal recessive
UQCRC1,P31930,Autosomal dominant
UQCRC2,P22695,Autosomal recessive
UQCRFS1,P47985,Autosomal recessive
UQCRH,P07919,Autosomal recessive
UQCRQ,O14949,Autosomal recessive
UROC1,Q96N76,Autosomal recessive
UROD,P06132,Autosomal dominant
UROD,P06132,Autosomal recessive
UROS,P10746,Autosomal recessive
USB1,Q9BQ65,Autosomal recessive
USH1C,Q9Y6N9,Autosomal recessive
USH1G,Q495M9,Autosomal recessive
USH2A,O75445,Autosomal recessive
USP18,Q9UMW8,Autosomal recessive
USP27X,A6NNY8,X-linked recessive
USP45,Q70EL2,Autosomal recessive
USP48,Q86UV5,Autosomal dominant
USP53,Q70EK8,Autosomal recessive
USP7,Q93009,Autosomal dominant
USP9X,Q93008,X-linked dominant
USP9X,Q93008,X-linked recessive
USP9Y,O00507,Y-linked
UVSSA,Q2YD98,Autosomal recessive
VAC14,Q08AM6,Autosomal recessive
VAMP1,P23763,Autosomal dominant
VAMP1,P23763,Autosomal recessive
VAMP2,P63027,Autosomal dominant
VANGL1,Q8TAA9,Autosomal dominant
VANGL2,Q9ULK5,Autosomal dominant
VAPB,O95292,Autosomal dominant
VARS1,P26640,Autosomal recessive
VARS2,Q5ST30,Autosomal recessive
VAX1,Q5SQQ9,Autosomal recessive
VCAN,P13611,Autosomal dominant
VCL,P18206,Autosomal dominant
VCP,P55072,Autosomal dominant
VDR,P11473,Autosomal recessive
VEGFC,P49767,Autosomal dominant
VEZF1,Q14119,Autosomal dominant
VHL,P40337,Autosomal dominant
VHL,P40337,Autosomal recessive
VIM,P08670,Autosomal dominant
VIPAS39,Q9H9C1,Autosomal recessive
VKORC1,Q9BQB6,Autosomal dominant
VKORC1,Q9BQB6,Autosomal recessive
VLDLR,P98155,Autosomal recessive
VMA21,Q3ZAQ7,X-linked recessive
VPS11,Q9H270,Autosomal recessive
VPS13A,Q96RL7,Autosomal recessive
VPS13B,Q7Z7G8,Autosomal recessive
VPS13C,Q709C8,Autosomal recessive
VPS13D,Q5THJ4,Autosomal recessive
VPS16,Q9H269,Autosomal dominant
VPS33A,Q96AX1,Autosomal recessive
VPS33B,Q9H267,Autosomal recessive
VPS35,Q96QK1,Autosomal dominant
VPS35L,Q7Z3J2,Autosomal recessive
VPS37A,Q8NEZ2,Autosomal recessive
VPS41,P49754,Autosomal recessive
VPS45,Q9NRW7,Autosomal recessive
VPS4A,Q9UN37,Autosomal dominant
VPS50,Q96JG6,Autosomal recessive
VPS51,Q9UID3,Autosomal recessive
VPS53,Q5VIR6,Autosomal recessive
VRK1,Q99986,Autosomal recessive
VSX1,Q9NZR4,Autosomal dominant
VSX2,P58304,Autosomal recessive
VWA1,Q6PCB0,Autosomal recessive
VWA3B,Q502W6,Autosomal recessive
VWF,P04275,Autosomal dominant
VWF,P04275,Autosomal recessive
WAC,Q9BTA9,Autosomal dominant
WARS1,P23381,Autosomal dominant
WARS2,Q9UGM6,Autosomal recessive
WAS,P42768,X-linked recessive
WASF1,Q92558,Autosomal dominant
WASHC4,Q2M389,Autosomal recessive
WASHC5,Q12768,Autosomal dominant
WASHC5,Q12768,Autosomal recessive
WBP11,Q9Y2W2,Autosomal dominant
WBP2,Q969T9,Autosomal recessive
WDFY3,Q8IZQ1,Autosomal dominant
WDPCP,O95876,Autosomal recessive
WDR1,O75083,Autosomal recessive
WDR11,Q9BZH6,Autosomal dominant
WDR11,Q9BZH6,Autosomal recessive
WDR19,Q8NEZ3,Autosomal recessive
WDR26,Q9H7D7,Autosomal dominant
WDR35,Q9P2L0,Autosomal recessive
WDR37,Q9Y2I8,Autosomal dominant
WDR4,P57081,Autosomal recessive
WDR45,Q9Y484,X-linked dominant
WDR45B,Q5MNZ6,Autosomal recessive
WDR62,O43379,Autosomal recessive
WDR72,Q3MJ13,Autosomal recessive
WDR73,Q6P4I2,Autosomal recessive
WDR81,Q562E7,Autosomal recessive
WEE2,P0C1S8,Autosomal recessive
WFS1,O76024,Autosomal dominant
WFS1,O76024,Autosomal recessive
WHRN,Q9P202,Autosomal recessive
WIPF1,O43516,Autosomal recessive
WIPI2,Q9Y4P8,Autosomal recessive
WLS,Q5T9L3,Autosomal recessive
WNK1,Q9H4A3,Autosomal dominant
WNK1,Q9H4A3,Autosomal recessive
WNK4,Q96J92,Autosomal dominant
WNT1,P04628,Autosomal recessive
WNT1,P04628,Autosomal dominant
WNT10A,Q9GZT5,Autosomal dominant
WNT10A,Q9GZT5,Autosomal recessive
WNT10B,O00744,Autosomal dominant
WNT10B,O00744,Autosomal recessive
WNT2B,Q93097,Autosomal recessive
WNT3,P56703,Autosomal recessive
WNT4,P56705,Autosomal dominant
WNT4,P56705,Autosomal recessive
WNT5A,P41221,Autosomal dominant
WNT7A,O00755,Autosomal recessive
WRAP53,Q9BUR4,Autosomal recessive
WRN,Q14191,Autosomal recessive
WT1,P19544,Autosomal dominant
WT1,P19544,Somatic mutation
WWOX,Q9NZC7,Autosomal recessive
XDH,P47989,Autosomal recessive
XIAP,P98170,X-linked recessive
XK,P51811,X-linked
XPA,P23025,Autosomal recessive
XPC,Q01831,Autosomal recessive
XPNPEP3,Q9NQH7,Autosomal recessive
XPR1,Q9UBH6,Autosomal dominant
XRCC1,P18887,Autosomal recessive
XRCC2,O43543,Autosomal recessive
XRCC3,O43542,Autosomal dominant
XRCC3,O43542,Somatic mutation
XRCC4,Q13426,Autosomal recessive
XYLT1,Q86Y38,Autosomal recessive
XYLT2,Q9H1B5,Autosomal recessive
YAP1,P46937,Autosomal dominant
YARS1,P54577,Autosomal dominant
YARS1,P54577,Autosomal recessive
YARS2,Q9Y2Z4,Autosomal recessive
YEATS2,Q9ULM3,Autosomal dominant
YIF1B,Q5BJH7,Autosomal recessive
YIPF5,Q969M3,Autosomal recessive
YME1L1,Q96TA2,Autosomal recessive
YRDC,Q86U90,Autosomal recessive
YWHAG,P61981,Autosomal dominant
YY1,P25490,Autosomal dominant
YY1AP1,Q9H869,Autosomal recessive
ZAP70,P43403,Autosomal recessive
ZBTB11,O95625,Autosomal recessive
ZBTB18,Q99592,Autosomal dominant
ZBTB20,Q9HC78,Autosomal dominant
ZBTB24,O43167,Autosomal recessive
ZBTB42,B2RXF5,Autosomal recessive
ZBTB7A,O95365,Autosomal dominant
ZC3H14,Q6PJT7,Autosomal recessive
ZC4H2,Q9NQZ6,X-linked dominant
ZC4H2,Q9NQZ6,X-linked recessive
ZCCHC8,Q6NZY4,Autosomal dominant
ZDHHC9,Q9Y397,X-linked
ZEB1,P37275,Autosomal dominant
ZEB2,O60315,Autosomal dominant
ZFHX2,Q9C0A1,Autosomal dominant
ZFHX4,Q86UP3,Autosomal dominant
ZFP36L2,P47974,Autosomal recessive
ZFP57,Q9NU63,Autosomal dominant
ZFP57,Q9NU63,Autosomal recessive
ZFPM2,Q8WW38,Autosomal dominant
ZFYVE19,Q96K21,Autosomal recessive
ZFYVE26,Q68DK2,Autosomal recessive
ZFYVE27,Q5T4F4,Autosomal dominant
ZIC1,Q15915,Autosomal dominant
ZIC2,O95409,Autosomal dominant
ZIC3,O60481,X-linked recessive
ZMIZ1,Q9ULJ6,Autosomal dominant
ZMPSTE24,O75844,Autosomal recessive
ZMYM2,Q9UBW7,Autosomal dominant
ZMYND10,O75800,Autosomal recessive
ZMYND11,Q15326,Autosomal dominant
ZMYND15,Q9H091,Autosomal recessive
ZNF141,Q15928,Autosomal recessive
ZNF142,P52746,Autosomal recessive
ZNF148,Q9UQR1,Autosomal dominant
ZNF292,O60281,Autosomal dominant
ZNF335,Q9H4Z2,Autosomal recessive
ZNF341,Q9BYN7,Autosomal recessive
ZNF407,Q9C0G0,Autosomal recessive
ZNF408,Q9H9D4,Autosomal dominant
ZNF408,Q9H9D4,Autosomal recessive
ZNF423,Q2M1K9,Autosomal dominant
ZNF423,Q2M1K9,Autosomal recessive
ZNF462,Q96JM2,Autosomal dominant
ZNF469,Q96JG9,Autosomal recessive
ZNF513,Q8N8E2,Autosomal recessive
ZNF526,Q8TF50,Autosomal recessive
ZNF644,Q9H582,Autosomal dominant
ZNF668,Q96K58,Autosomal recessive
ZNF687,Q8N1G0,Autosomal dominant
ZNF699,Q32M78,Autosomal recessive
ZNF711,Q9Y462,X-linked
ZNFX1,Q9P2E3,Autosomal recessive
ZNHIT3,Q15649,Autosomal recessive
ZP1,P60852,Autosomal recessive
ZP2,Q05996,Autosomal recessive
ZP3,P21754,Autosomal dominant
ZPBP,Q9BS86,Autosomal recessive
ZPR1,O75312,Autosomal recessive
ZSWIM6,Q9HCJ5,Autosomal dominant
ZSWIM7,Q19AV6,Autosomal recessive
